Participant;Record_Name;Track;Hazard_number;Hazard_type;Seen;First fixation time;First fixation;Second fixation;Third fixation;Fouth fixation;Fifth fixation;Sixth fixation;Seventh fixation;Cross event;Detections;Fixations;Remarks;Detection laps;Percentage of fixation during hazard
18;Recording080;3;1;6CV;YES;00:24,5;1.86;0;0;0;0;0;0;00:27,6;1;1;;3.1;60.0
18;Recording080;3;2;4CH;YES;00:27,9;1.52;0.58;0;0;0;0;0;00:33,2;2;2;;5.3;39.623
18;Recording080;3;3;5AH;NO;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;;0.0;0
18;Recording080;3;4;4AV;YES;00:59,9;1.04;1.66;0.5;0.34;0.26;0;0;01:07,7;5;5;;7.8;48.718
18;Recording080;3;5;5CH;NO;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;;0.0;0
18;Recording080;3;6;2CH;YES;01:33,5;0.78;0.26;0.54;0;0;0;0;01:39,7;3;3;;6.2;25.484
18;Recording080;3;7;3CV;YES;01:56,2;1.48;1.22;2.46;0;0;0;0;02:02,5;3;3;;6.3;81.905
18;Recording080;3;8;1AV;YES;02:23,4;1;2.7;0.18;0;0;0;0;02:34,0;2;3;;10.6;36.604
18;Recording079;1;1;1AH;YES;00:18,9;0.76;1.22;0.8;0.28;1.14;0.36;0;00:30,6;3;6;4 and 5 together;11.7;38.974
18;Recording079;1;2;3CH;YES;00:49,4;1.16;0.7;0.36;2.72;0.44;0;0;00:58,0;3;4;;8.6;62.558
18;Recording079;1;3;2AV;YES;01:12,3;0.22;0.42;0.38;1.68;0;0;0;01:20,9;4;4;;8.6;31.395
18;Recording079;1;4;5CV;YES;01:42,5;0.18;0.28;0;0;0;0;0;01:43,7;2;2;;1.2;38.333
18;Recording079;1;5;1CV;YES;01:56,0;0.54;2.981;0;0;0;0;0;02:08,2;2;2;;12.2;28.861
18;Recording079;1;6;6AV;NO;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;;0.0;0
18;Recording079;1;7;4AH;YES;02:24,4;2.6;0.02;0;0;0;0;0;02:26,7;2;2;;2.3;100
18;Recording079;1;8;6CH;NO;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;;0.0;0
18;Recording078;2;1;1CH;YES;00:24,9;0.76;0.46;1.9;1.62;0.92;0.22;0;00:35,5;3;6;;10.6;55.472
18;Recording078;2;2;2AH;YES;00:53,2;0.9;0.84;0.34;1.36;0;0;0;01:02,7;4;4;;9.5;36.211
18;Recording078;2;3;4CV;YES;01:16,4;1.88;1.34;1.02;0.9;0.32;0.26;0;01:24,6;6;6;;8.2;69.756
18;Recording078;2;4;5AV;YES;01:46,4;0.6;0;0;0;0;0;0;01:47,4;1;1;;1.0;60.0
18;Recording078;2;5;3AV;YES;01:52,8;0.28;0.2;0.18;0.26;0;0;0;01:54,4;4;4;;1.6;57.5
18;Recording078;2;6;3AH;YES;02:04,6;0.48;0.38;0.28;0.52;0.3;0;0;02:11,9;5;5;;7.3;26.849
18;Recording078;2;7;2CV;YES;02:21,1;0.5;3.441;0;0;0;0;0;02:31,8;2;2;;10.7;36.832
18;Recording078;2;8;6AH;YES;02:44,6;0.74;0;0;0;0;0;0;02:45,9;1;1;;1.3;56.923
18;Recording077;3;1;6CV;YES;00:27,5;0.26;0.2;0;0;0;0;0;00:29,8;2;2;;2.3;20.0
18;Recording077;3;2;4CH;YES;00:30,4;1.6;1.36;0.46;0;0;0;0;00:35,3;3;3;;4.9;69.796
18;Recording077;3;3;5AH;NO;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;;0.0;0
18;Recording077;3;4;4AV;YES;01:03,9;0.34;1.54;1.3;0.46;0;0;0;01:10,0;4;4;;6.1;59.672
18;Recording077;3;5;5CH;NO;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;;0.0;0
18;Recording077;3;6;2CH;YES;01:36,2;1.42;0;0;0;0;0;0;01:40,9;1;1;;4.7;30.213
18;Recording077;3;7;3CV;YES;01:59,9;0.96;0.3;0;0;0;0;0;02:01,2;2;2;;1.3;96.923
18;Recording077;3;8;1AV;YES;02:02,9;0.46;2.3;1.38;1.98;0.34;0.44;0.26;02:33,6;2;8;;30.7;23.322
