Participant;Record_Name;Track;Hazard_number;Hazard_type;Seen;First fixation time;First fixation;Second fixation;Third fixation;Fouth fixation;Fifth fixation;Sixth fixation;Seventh fixation;Cross event;Detections;Fixations;Remarks;Detection laps;Percentage of fixation during hazard
68;Recording283;1;1;1AH;YES;00:22,3;0.9;1.44;1.8;0.86;0.64;0.54;0.5;00:33,2;1;7;7, 5 and 6 together, was going slow and braked super far from it;10.9;61.284
68;Recording283;1;2;3CH;YES;00:55,6;0.48;0.28;0.56;1.16;0.14;0.6;0.28;01:02,5;6;8;4 and 5 together;6.9;50.725
68;Recording283;1;3;2AV;YES;01:17,2;1.12;0.54;0.92;0.32;0;0;0;01:25,1;3;4;;7.9;36.709
68;Recording283;1;4;5CV;YES;01:42,0;0.16;0;0;0;0;0;0;01:45,9;1;1;;3.9;4.103
68;Recording283;1;5;1CV;YES;02:02,4;1.08;0.68;0.5;0.64;0;0;0;02:09,3;2;4;;6.9;42.029
68;Recording283;1;6;6AV;YES;02:14,7;0.18;0.4;0.72;0.28;0.12;0.16;0;02:17,9;6;6;3, 4, 5 and 6 together;3.2;58.125
68;Recording283;1;7;4AH;YES;02:24,1;3.8;0;0;0;0;0;0;02:28,7;1;1;;4.6;82.609
68;Recording283;1;8;6CH;NO;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;;0.0;0
68;Recording282;2;1;1CH;YES;00:21,3;1.38;0.8;0.38;1.3;0;0;0;00:28,0;1;4;quite good quality;6.7;57.612
68;Recording282;2;2;2AH;YES;00:47,2;0.68;0.68;2.48;0.68;1.26;0.9;0;00:56,1;3;6;;8.9;75.056
68;Recording282;2;3;4CV;YES;01:18,4;0.88;0.22;0.88;0.92;0;0;0;01:24,1;4;4;;5.7;50.877
68;Recording282;2;4;5AV;YES;01:40,5;0.48;0.34;0.3;0;0;0;0;01:45,3;3;3;;4.8;23.333
68;Recording282;2;5;3AV;YES;01:49,5;1.22;1.32;0.64;0.22;0;0;0;01:54,3;2;4;;4.8;70.833
68;Recording282;2;6;3AH;YES;02:07,0;0.44;0.18;0.38;0.42;0.16;0;0;02:15,2;3;5;;8.2;19.268
68;Recording282;2;7;2CV;YES;02:23,7;0.78;1.28;2.2;0.46;0.44;0;0;02:31,8;3;5;;8.1;63.704
68;Recording282;2;8;6AH;YES;02:42,6;1.98;0;0;0;0;0;0;02:45,6;1;1;;3.0;66.0
68;Recording281;3;1;6CV;YES;00:24,7;0.9;0.14;0;0;0;0;0;00:28,8;2;2;;4.1;25.366
68;Recording281;3;2;4CH;YES;00:30,5;1.2;0.4;2.921;0.54;0;0;0;00:37,2;3;4;;6.7;75.537
68;Recording281;3;3;5AH;YES;00:50,9;1.78;0;0;0;0;0;0;00:53,8;1;1;;2.9;61.379
68;Recording281;3;4;4AV;YES;01:11,7;0.84;0.64;0.36;0;0;0;0;01:15,7;2;3;;4.0;46.0
68;Recording281;3;5;5CH;YES;01:23,4;0.52;0.22;0;0;0;0;0;01:25,7;2;2;;2.3;32.174
68;Recording281;3;6;2CH;YES;01:41,4;1.26;0.52;1.6;0;0;0;0;01:46,5;3;3;;5.1;66.275
68;Recording281;3;7;3CV;YES;02:03,3;0.22;0.18;0.98;0.2;0.14;0.62;0.74;02:10,1;2;8;4, 5, 6 together;6.8;45.294
68;Recording281;3;8;1AV;YES;02:35,7;0.26;0.6;1.98;0.4;0.7;0.64;0;02:45,0;3;6;;9.3;49.247
68;Recording280;1;1;1AH;YES;00:20,1;0.18;3.841;1.126;1.04;2.08;0.56;0.34;00:33,4;2;7;;13.3;68.925
68;Recording280;1;2;3CH;YES;00:55,3;0.32;0.32;0.3;4.2;0.8;0.22;0;01:06,0;4;6;;10.7;57.57
68;Recording280;1;3;2AV;YES;01:24,3;1;0.54;0.48;1.38;1.48;0;0;01:33,4;4;5;;9.1;53.626
68;Recording280;1;4;5CV;YES;01:54,6;0.64;0.82;0.18;0.86;0.26;0.38;0;02:02,1;2;6;Checked a lot, maybe because French and has too let priority in this case;7.5;41.867
68;Recording280;1;5;1CV;YES;02:20,8;1.84;1.98;0.4;0.62;0;0;0;02:29,3;2;4;;8.5;56.941
68;Recording280;1;6;6AV;YES;02:36,2;1.8;1.16;0.2;0;0;0;0;02:43,0;1;3;;6.8;46.471
68;Recording280;1;7;4AH;YES;02:49,6;3.041;1.9;0.02;0;0;0;0;02:54,8;2;3;;5.2;95.404
68;Recording280;1;8;6CH;YES;03:05,3;0.92;0.4;0;0;0;0;0;03:07,2;2;2;;1.9;69.474
