Participant;Record_Name;Track;Hazard_number;Hazard_type;Seen;First fixation time;First fixation;Second fixation;Third fixation;Fouth fixation;Fifth fixation;Sixth fixation;Seventh fixation;Cross event;Detections;Fixations;Remarks;Detection laps;Percentage of fixation during hazard
2;Recording008;1;8;6CH;NO;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;;0.0;0
4;Recording012;1;8;6CH;NO;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;;0.0;0
5;Recording017;1;8;6CH;YES;00:22,4;0.54;2.62;0.38;0;0;0;0;00:28,4;2;3;;6.0;59.0
6;Recording032;1;8;6CH;YES;03:05,9;0.6;0.12;0;0;0;0;0;03:06,9;2;2;;1.0;72.0
7;Recording037;1;8;6CH;YES;02:48,1;0.1;0;0;0;0;0;0;02:48,7;1;1;;0.6;16.667
7;Recording034;1;8;6CH;YES;02:52,8;0.7;0;0;0;0;0;0;02:55,3;1;1;;2.5;28.0
8;Recording041;1;8;6CH;YES;02:35,5;0.64;0.08;0;0;0;0;0;02:36,9;2;2;;1.4;51.429
8;Recording038;1;8;6CH;YES;02:26,6;0.06;0;0;0;0;0;0;02:27,3;1;1;;0.7;8.571
9;Recording043;1;8;6CH;YES;02:20,4;0.32;0.12;0.18;0;0;0;0;02:21,3;3;3;;0.9;68.889
11;Recording049;1;8;6CH;YES;02:54,5;0.92;0.06;0;0;0;0;0;02:56,2;2;2;;1.7;57.647
12;Recording053;1;8;6CH;NO;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;;0.0;0
13;Recording058;1;8;6CH;NO;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;;0.0;0
13;Recording055;1;8;6CH;YES;02:40,1;1.24;0.62;0;0;0;0;0;02:42,8;2;2;;2.7;68.889
14;Recording063;1;8;6CH;NO;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;;0.0;0
14;Recording060;1;8;6CH;NO;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;;0.0;0
15;Recording067;1;8;6CH;YES;02:32,4;0.54;0;0;0;0;0;0;02:34,6;1;1;;2.2;24.545
16;Recording072;1;8;6CH;NO;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;;0.0;0
16;Recording069;1;8;6CH;YES;02:33,0;1.56;0.76;0;0;0;0;0;02:36,7;2;2;;3.7;62.703
17;Recording075;1;8;6CH;NO;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;hard to see;0.0;0
18;Recording079;1;8;6CH;NO;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;;0.0;0
20;Recording082;1;8;6CH;NO;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;hard to see;0.0;0
21;Recording088;1;8;6CH;CRASH;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;;0.0;0
21;Recording085;1;8;6CH;NO;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;;0.0;0
22;Recording092;1;8;6CH;CRASH;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;;0.0;0
22;Recording089;1;8;6CH;YES;02:44,5;0.18;0;0;0;0;0;0;02:45,2;1;1;;0.7;25.714
23;Recording094;1;8;6CH;NO;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;;0.0;0
24;Recording098;1;8;6CH;YES;02:36,1;0.42;0;0;0;0;0;0;02:37,5;1;1;;1.4;30.0
25;Recording103;1;8;6CH;NO;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;;0.0;0
27;Recording108;1;8;6CH;NO;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;;0.0;0
27;Recording105;1;8;6CH;YES;02:23,9;0.14;0;0;0;0;0;0;02:33,5;1;1;;9.6;1.458
28;Recording112;1;8;6CH;YES;02:29,3;0.78;0;0;0;0;0;0;02:31,5;1;1;;2.2;35.455
28;Recording109;1;8;6CH;NO;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;;0.0;0
29;Recording114;1;8;6CH;NO;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;;0.0;0
30;Recording118;1;8;6CH;YES;03:00,4;0.5;0;0;0;0;0;0;03:01,9;1;1;;1.5;33.333
31;Recording124;1;8;6CH;YES;02:49,1;0.4;0;0;0;0;0;0;02:50,9;1;1;;1.8;22.222
33;Recording133;1;8;6CH;YES;02:34,8;0.3;0;0;0;0;0;0;02:35,3;1;1;offset + hard to see due to the two screens;0.5;60.0
33;Recording129;1;8;6CH;YES;02:51,7;1.08;0.16;0;0;0;0;0;02:53,3;2;2;offset;1.6;77.5
34;Recording138;1;8;6CH;NO;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;;0.0;0
34;Recording134;1;8;6CH;YES;03:51,1;0.26;1.04;0.28;0;0;0;0;03:55,5;3;3;1, 2 and 3 are together;4.4;35.909
36;Recording144;1;8;6CH;NO;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;;0.0;0
38;Recordnig153;1;8;6CH;YES;02:53,3;0.12;0.06;0.16;0.46;0.38;0;0;02:56,0;5;5;all together, a lot because was part of in between the screens;2.7;43.704
39;Recording157;1;8;6CH;NO;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;Not possible to see it;0.0;0
40;Recording161;1;8;6CH;YES;03:12,5;0.56;0;0;0;0;0;0;03:15,0;1;1;offset;2.5;22.4
41;Recording168;1;8;6CH;YES;02:15,9;0.2;0;0;0;0;0;0;02:16,9;1;1;;1.0;20.0
41;Recording164;1;8;6CH;NO;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;;0.0;0
42;Recording172;1;8;6CH;YES;02:27,1;0.22;0;0;0;0;0;0;02:27,6;1;1;;0.5;44.0
42;Recording169;1;8;6CH;YES;02:19,0;0.52;0;0;0;0;0;0;02:19,6;1;1;;0.6;86.667
43;Recording175;1;8;6CH;NO;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;Almost impossible to see;0.0;0
44;Recording183;1;8;6CH;CRASH;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;;0.0;0
44;Recording179;1;8;6CH;CRASH;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;;0.0;0
45;Recording185;1;8;6CH;NO;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;Look there, but not visible, checking the car;0.0;0
46;Recording190;1;8;6CH;YES;02:20,1;0.44;0.48;0;0;0;0;0;02:21,1;2;2;;1.0;92.0
47;Recording192;1;8;6CH;NO;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;was checking the turn, but not the pedestrian;0.0;0
48;Recording197;1;8;6CH;NO;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;;0.0;0
49;Recording200;1;8;6CH;YES;02:40,3;0.12;0.38;0.48;0;0;0;0;02:41,9;3;3;2 and 3 together;1.6;61.25
50;Recording206;1;8;6CH;NO;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;visible late;0.0;0
50;Recording203;1;8;6CH;NO;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;;0.0;0
51;Recording208;1;8;6CH;YES;02:31,2;0.44;0;0;0;0;0;0;02:32,2;1;1;;1.0;44.0
52;Recording214;1;8;6CH;YES;02:39,3;1.4;0;0;0;0;0;0;02:41,4;1;1;;2.1;66.667
53;Recording219;1;8;6CH;YES;02:06,9;0.64;0;0;0;0;0;0;02:07,9;1;1;;1.0;64.0
53;Recording216;1;8;6CH;NO;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;;0.0;0
54;Recording222;1;8;6CH;NO;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;;0.0;0
55;Recording225;1;8;6CH;NO;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;hard to see;0.0;0
56;Recording231;2;8;6CH;YES;02:32,6;0.96;1.26;0.1;0;0;0;0;02:37,0;3;3;Saw it well in advance!;4.4;52.727
57;Recording235;3;8;6CH;YES;02:43,5;5.081;0.66;0.5;0;0;0;0;02:56,7;1;3;;13.2;47.28
58;Recording239;1;8;6CH;YES;02:26,3;0.52;0.26;0;0;0;0;0;02:27,4;2;2;;1.1;70.909
59;Recording243;3;8;6CH;YES;02:07,5;0.26;0.22;1.26;0.94;0;0;0;02:12,9;4;4;;5.4;49.63
60;Recording247;1;8;6CH;YES;02:41,5;0.4;0;0;0;0;0;0;02:42,8;1;1;;1.3;30.769
61;Recording251;1;8;6CH;CRASH;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;;0.0;0
62;Recording257;1;8;6CH;NO;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;Hard to see;0.0;0
62;Recording254;1;8;6CH;YES;02:10,9;0.62;0.28;0;0;0;0;0;02:12,0;2;2;;1.1;81.818
63;Recording259;1;8;6CH;NO;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;hard to see;0.0;0
64;Recording265;1;8;6CH;YES;02:39,6;0.36;0;0;0;0;0;0;02:40,9;1;1;;1.3;27.692
65;Recording270;1;8;6CH;YES;02:28,5;0.98;0.06;0.34;0.06;0;0;0;02:30,9;4;4;;2.4;60.0
65;Recording267;1;8;6CH;YES;02:42,7;0.84;0;0;0;0;0;0;02:45,3;1;1;;2.6;32.308
