Participant;Record_Name;Track;Hazard_number;Hazard_type;Seen;First fixation time;First fixation;Second fixation;Third fixation;Fouth fixation;Fifth fixation;Sixth fixation;Seventh fixation;Cross event;Detections;Fixations;Remarks;Detection laps;Percentage of fixation during hazard
41;Recording164;1;3;2AV;YES;01:04,8;1.36;0.28;0.08;0;0;0;0;01:07,4;3;3;;2.6;66.154
42;Recording172;1;3;2AV;YES;01:03,8;0.5;0.28;0.48;1.14;0.06;0.14;0;01:08,5;6;6;;4.7;55.319
42;Recording169;1;3;2AV;YES;01:05,9;3.161;0;0;0;0;0;0;01:10,2;1;1;;4.3;73.512
43;Recording175;1;3;2AV;YES;01:03,3;0.22;1.58;0.24;0.54;1.176;0;0;01:09,5;5;5;;6.2;60.581
44;Recording183;1;3;2AV;YES;01:23,0;0.26;0.4;1.98;0.8;0.34;0;0;01:31,4;5;5;slow down, but not too much;8.4;45.0
44;Recording179;1;3;2AV;CRASH;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;;0.0;0
45;Recording185;1;3;2AV;YES;01:14,5;1.22;0.34;0.48;1.46;0;0;0;01:20,0;4;4;;5.5;63.636
46;Recording190;1;3;2AV;YES;01:02,5;0.62;0.64;2.16;0;0;0;0;01:08,9;3;3;;6.4;53.437
47;Recording192;1;3;2AV;YES;01:22,3;0.96;1.32;0;0;0;0;0;01:27,5;2;2;;5.2;43.846
48;Recording197;1;3;2AV;YES;00:57,3;0.64;0.44;2.76;0.16;0;0;0;01:04,0;3;4;;6.7;59.701
49;Recording200;1;3;2AV;YES;01:05,1;0.82;0.58;2.02;0.74;0.36;0;0;01:16,1;3;5;;11.0;41.091
50;Recording206;1;3;2AV;YES;00:55,7;2.14;0.24;1.7;0;0;0;0;01:01,2;3;3;;5.5;74.182
50;Recording203;1;3;2AV;YES;01:02,7;0.34;1.1;0.72;0.18;1.58;0;0;01:10,1;5;5;;7.4;52.973
51;Recording208;1;3;2AV;YES;01:19,0;1.06;1.04;0;0;0;0;0;01:23,6;2;2;;4.6;45.652
52;Recording214;1;3;2AV;YES;01:19,5;0.32;0.2;1.16;0.54;1.94;0;0;01:27,8;5;5;;8.3;50.12
53;Recording219;1;3;2AV;YES;01:00,6;1.46;0;0;0;0;0;0;01:02,6;1;1;;2.0;73.0
53;Recording216;1;3;2AV;YES;01:16,4;0.48;0.26;0.12;0.38;0.14;0;0;01:22,7;5;5;;6.3;21.905
54;Recording222;1;3;2AV;YES;01:08,8;0.54;1.38;0;0;0;0;0;01:13,0;2;2;;4.2;45.714
55;Recording225;1;3;2AV;YES;00:59,5;0.68;1.62;0;0;0;0;0;01:03,9;2;2;;4.4;52.273
56;Recording231;2;3;2AV;YES;01:08,0;0.3;1.46;0.851;2.471;1.44;0;0;01:16,1;4;5;;8.1;80.519
57;Recording235;3;3;2AV;YES;00:45,7;1.88;0;0;0;0;0;0;00:48,0;1;1;;2.3;81.739
58;Recording239;1;3;2AV;YES;01:06,1;1.86;0.16;0.4;0;0;0;0;01:10,1;3;3;2 and 3 together;4.0;60.5
59;Recording243;3;3;2AV;YES;00:37,9;0.52;0;0;0;0;0;0;00:39,3;1;1;;1.4;37.143
60;Recording247;1;3;2AV;YES;01:09,8;0.38;2.08;0.4;0;0;0;0;01:17,4;2;3;;7.6;37.632
61;Recording251;1;3;2AV;YES;01:00,3;2.32;1.4;0.58;1.18;0.24;0.52;0;01:09,7;3;6;;9.4;66.383
62;Recording257;1;3;2AV;YES;01:00,8;1.44;0.24;0.12;0.6;0;0;0;01:04,5;4;4;;3.7;64.865
62;Recording254;1;3;2AV;YES;00:56,9;0.6;0.54;0.5;0.22;1.24;0;0;01:03,0;5;5;1 and 2 together and 4 and 5 togheter;6.1;50.82
63;Recording259;1;3;2AV;YES;00:58,0;0.38;1.78;0;0;0;0;0;01:03,9;2;2;;5.9;36.61
64;Recording265;1;3;2AV;YES;01:16,8;0.5;0.18;1.52;0;0;0;0;01:25,9;3;3;;9.1;24.176
65;Recording270;1;3;2AV;YES;01:02,6;0.34;0.34;1.52;0;0;0;0;01:09,8;3;3;;7.2;30.556
65;Recording267;1;3;2AV;YES;01:07,0;0.86;0.48;1.14;0.8;2.1;0;0;01:17,0;5;5;;10.0;53.8
66;Recording273;1;3;2AV;YES;01:10,1;0.84;2.64;0.54;0;0;0;0;01:18,1;3;3;;8.0;50.25
67;Recording276;1;3;2AV;YES;01:11,6;0.82;0.28;0.34;1.68;0.8;0;0;01:21,1;4;5;;9.5;41.263
68;Recording283;1;3;2AV;YES;01:17,2;1.12;0.54;0.92;0.32;0;0;0;01:25,1;3;4;;7.9;36.709
68;Recording280;1;3;2AV;YES;01:24,3;1;0.54;0.48;1.38;1.48;0;0;01:33,4;4;5;;9.1;53.626
69;Recording285;1;3;2AV;YES;01:08,5;0.32;3.041;0.64;0;0;0;0;01:14,4;2;3;;5.9;67.814
70;Recording290;1;3;2AV;YES;01:02,7;0.96;0.14;0.18;0.78;0.96;0;0;01:08,9;5;5;;6.2;48.71
71;Recording295;1;3;2AV;YES;01:00,7;1.68;1.06;1.98;0;0;0;0;01:08,0;3;3;;7.3;64.658
71;Recording292;1;3;2AV;YES;01:25,0;0.84;3.861;1.08;0;0;0;0;01:38,3;2;3;;13.3;43.466
