Participant;Record_Name;Track;Hazard_number;Hazard_type;Seen;First fixation time;First fixation;Second fixation;Third fixation;Fouth fixation;Fifth fixation;Sixth fixation;Seventh fixation;Cross event;Detections;Fixations;Remarks;Detection laps;Percentage of fixation during hazard
2;Recording008;1;5;1CV;YES;02:14,0;0.58;0.64;0.36;5.121;0.46;0.42;0.34;02:30,4;4;7;;16.4;48.299
4;Recording012;1;5;1CV;YES;02:09,3;2.72;0.38;0.36;0;0;0;0;02:15,5;1;3;;6.2;55.806
5;Recording017;1;5;1CV;YES;01:54,4;4.061;0;0;0;0;0;0;01:59,9;1;1;;5.5;73.836
6;Recording032;1;5;1CV;YES;02:22,2;0.42;3.501;0.58;1.12;0;0;0;02:32,2;2;4;;10.0;56.21
7;Recording037;1;5;1CV;YES;02:12,8;1.6;0.48;0.136;0;0;0;0;02:16,9;3;3;;4.1;54.049
7;Recording034;1;5;1CV;YES;02:16,7;1.06;0.06;0.14;1.6;0;0;0;02:21,3;4;4;1, 2 and 3 together;4.6;62.174
8;Recording041;1;5;1CV;YES;01:54,8;0.82;2.12;0;0;0;0;0;02:02,6;2;2;;7.8;37.692
8;Recording038;1;5;1CV;YES;01:50,5;0.84;1.04;1;1.48;0;0;0;02:00,4;3;4;;9.9;44.04
9;Recording043;1;5;1CV;YES;01:51,3;2;0.6;0;0;0;0;0;01:54,8;2;2;;3.5;74.286
11;Recording049;1;5;1CV;YES;02:14,9;0.4;0.52;0.88;3.561;0;0;0;02:24,5;4;4;;9.6;55.844
12;Recording053;1;5;1CV;YES;01:52,2;0.52;2.34;0;0;0;0;0;01:56,5;2;2;;4.3;66.512
13;Recording058;1;5;1CV;YES;02:01,7;0.28;0.44;2.881;0;0;0;0;02:07,3;3;3;;5.6;64.304
13;Recording055;1;5;1CV;YES;01:59,0;0.34;2.28;0.52;0.36;0;0;0;02:08,7;2;4;;9.7;36.082
14;Recording063;1;5;1CV;YES;01:35,6;0.46;0.12;2.4;0;0;0;0;01:41,9;3;3;;6.3;47.302
14;Recording060;1;5;1CV;YES;01:33,5;0.56;2.32;0;0;0;0;0;01:38,5;2;2;;5.0;57.6
15;Recording067;1;5;1CV;YES;02:00,3;1.86;1.12;0.76;0;0;0;0;02:06,1;3;3;;5.8;64.483
16;Recording072;1;5;1CV;YES;01:51,5;1.82;1.66;0.44;1.76;0.06;0.12;0;02:01,9;4;6;;10.4;56.346
16;Recording069;1;5;1CV;YES;01:55,7;0.64;0.28;2.76;0.26;0;0;0;02:06,5;3;4;;10.8;36.481
17;Recording075;1;5;1CV;YES;01:49,3;1.38;0.28;0;0;0;0;0;01:52,8;2;2;;3.5;47.429
18;Recording079;1;5;1CV;YES;01:56,0;0.54;2.981;0;0;0;0;0;02:08,2;2;2;;12.2;28.861
20;Recording082;1;5;1CV;YES;01:46,6;1.32;0.26;0;0;0;0;0;01:49,5;2;2;;2.9;54.483
21;Recording088;1;5;1CV;CRASH;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;;0.0;0
21;Recording085;1;5;1CV;YES;01:51,1;2.08;0;0;0;0;0;0;01:54,7;1;1;;3.6;57.778
22;Recording092;1;5;1CV;CRASH;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;;0.0;0
22;Recording089;1;5;1CV;YES;02:05,7;0.56;3.241;0;0;0;0;0;02:12,9;2;2;;7.2;52.792
23;Recording094;1;5;1CV;YES;01:49,2;3.001;0.38;0.24;0.08;0.06;0;0;01:54,0;5;5;;4.8;78.354
24;Recording098;1;5;1CV;YES;02:02,1;0.54;2.06;0;0;0;0;0;02:10,2;2;2;;8.1;32.099
25;Recording103;1;5;1CV;YES;01:41,9;1.521;0.283;0.261;0;0;0;0;01:45,9;3;3;;4.0;51.625
27;Recording108;1;5;1CV;YES;01:47,8;0.7;0.76;2.1;0;0;0;0;01:55,5;3;3;;7.7;46.234
27;Recording105;1;5;1CV;YES;01:59,1;0.96;1.04;3.141;0;0;0;0;02:06,0;3;3;;6.9;74.507
28;Recording112;1;5;1CV;NO;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;;0.0;0
28;Recording109;1;5;1CV;YES;01:48,5;2.54;0;0;0;0;0;0;01:52,3;1;1;;3.8;66.842
29;Recording114;1;5;1CV;YES;01:57,6;1.26;1.7;0.18;0;0;0;0;02:04,1;3;3;;6.5;48.308
30;Recording118;1;5;1CV;YES;02:23,1;2.28;0.38;0.78;0.72;0;0;0;02:31,3;1;4;;8.2;50.732
31;Recording124;1;5;1CV;YES;02:12,6;2.78;0.24;0;0;0;0;0;02:18,3;2;2;;5.7;52.982
33;Recording133;1;5;1CV;YES;02:03,2;2.9;0;0;0;0;0;0;02:07,4;1;1;offset;4.2;69.048
33;Recording129;1;5;1CV;YES;02:19,1;4.12;0;0;0;0;0;0;02:24,1;1;1;offset;5.0;82.4
34;Recording138;1;5;1CV;YES;02:21,3;0.86;2.74;0.18;0.32;0;0;0;02:32,7;2;4;;11.4;35.965
34;Recording134;1;5;1CV;YES;03:05,4;0.32;0.74;1.5;0.68;0.3;0;0;03:16,2;4;5;3 and 4 are together;10.8;32.778
36;Recording144;1;5;1CV;YES;01:59,0;3.401;0.16;0.12;0;0;0;0;02:05,9;1;3;;6.9;53.348
38;Recordnig153;1;5;1CV;YES;02:15,9;2.38;0.7;0;0;0;0;0;02:23,4;1;2;;7.5;41.067
39;Recording157;1;5;1CV;YES;02:04,7;0.8;2.961;0.32;0;0;0;0;02:12,9;3;3;;8.2;49.768
40;Recording161;1;5;1CV;YES;02:23,7;0.44;1.46;0.42;0.5;0;0;0;02:32,2;2;4;offset;8.5;33.176
41;Recording168;1;5;1CV;YES;01:46,8;2.52;0;0;0;0;0;0;01:50,2;1;1;;3.4;74.118
41;Recording164;1;5;1CV;YES;01:42,7;3.001;0;0;0;0;0;0;01:47,1;1;1;;4.4;68.205
42;Recording172;1;5;1CV;YES;01:32,2;0.54;0.42;0.12;0.08;2.56;0.12;0;01:39,7;5;6;3 and 4 together;7.5;51.2
42;Recording169;1;5;1CV;YES;01:32,1;0.56;0.52;0.16;0.38;0.5;0;0;01:37,3;5;5;;5.2;40.769
43;Recording175;1;5;1CV;YES;01:44,7;0.98;1.04;2.44;0;0;0;0;01:50,4;3;3;;5.7;78.246
44;Recording183;1;5;1CV;CRASH;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;;0.0;0
44;Recording179;1;5;1CV;CRASH;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;;0.0;0
45;Recording185;1;5;1CV;YES;01:57,2;2.18;0.18;0.22;0.12;0;0;0;02:01,7;3;4;;4.5;60.0
46;Recording190;1;5;1CV;YES;01:47,5;0.98;1.64;0.14;0;0;0;0;01:52,3;2;3;;4.8;57.5
47;Recording192;1;5;1CV;YES;02:12,2;3.31;0.28;0.44;0.3;0;0;0;02:19,2;1;4;;7.0;61.857
48;Recording197;1;5;1CV;YES;01:40,3;1.36;2.6;0;0;0;0;0;01:46,3;2;2;;6.0;66.0
49;Recording200;1;5;1CV;YES;02:02,2;0.5;3.1;0.2;0.28;0.18;0;0;02:11,0;2;5;;8.8;48.409
50;Recording206;1;5;1CV;YES;01:39,3;2.549;0;0;0;0;0;0;01:42,9;1;1;;3.6;70.806
50;Recording203;1;5;1CV;YES;01:52,2;4.601;1.18;0.42;0.92;1.32;0;0;02:04,3;1;5;;12.1;69.76
51;Recording208;1;5;1CV;YES;02:00,7;3.281;0;0;0;0;0;0;02:04,7;1;1;;4.0;82.025
52;Recording214;1;5;1CV;YES;02:05,6;1.22;3.261;0;0;0;0;0;02:12,4;2;2;;6.8;65.897
53;Recording219;1;5;1CV;YES;01:37,7;0.34;0.3;1.7;0;0;0;0;01:43,4;3;3;;5.7;41.053
53;Recording216;1;5;1CV;YES;02:01,2;0.32;0.16;1.04;0.38;0.12;0.86;0;02:06,9;6;6;;5.7;50.526
54;Recording222;1;5;1CV;YES;01:51,3;4.321;0.52;0;0;0;0;0;01:58,4;2;2;;7.1;68.183
55;Recording225;1;5;1CV;YES;01:39,8;1.32;0.38;1.02;0;0;0;0;01:44,1;3;3;;4.3;63.256
56;Recording231;2;5;1CV;YES;01:39,6;0.65;1.98;0.82;0.12;0;0;0;01:47,9;4;4;;8.3;43.012
57;Recording235;3;5;1CV;YES;01:18,4;0.28;2.14;0.3;0.06;0;0;0;01:22,9;4;4;;4.5;61.778
58;Recording239;1;5;1CV;YES;01:50,2;0.38;0.6;2.86;0.46;0;0;0;01:57,4;4;4;;7.2;59.722
59;Recording243;3;5;1CV;YES;01:03,4;0.18;0.34;0.52;0.26;0;0;0;01:06,5;4;4;tries to look at bus stop and then after the bus;3.1;41.935
60;Recording247;1;5;1CV;YES;02:04,1;2.62;0.06;1.14;0.44;0;0;0;02:12,2;1;4;;8.1;52.593
61;Recording251;1;5;1CV;YES;01:35,6;2.06;1;0.34;0.1;0;0;0;01:41,3;2;4;;5.7;61.404
62;Recording257;1;5;1CV;YES;01:40,1;2.8;0.12;0.24;0;0;0;0;01:44,4;3;3;;4.3;73.488
62;Recording254;1;5;1CV;YES;01:40,9;0.46;2.821;0;0;0;0;0;01:45,2;2;2;;4.3;76.302
63;Recording259;1;5;1CV;YES;01:42,4;2.14;0.2;0;0;0;0;0;01:47,2;2;2;;4.8;48.75
64;Recording265;1;5;1CV;YES;02:06,8;2.2;0;0;0;0;0;0;02:12,4;1;1;;5.6;39.286
65;Recording270;1;5;1CV;YES;01:51,7;3.081;0.64;0;0;0;0;0;01:59,4;1;2;;7.7;48.325
65;Recording267;1;5;1CV;YES;02:00,6;0.54;3;0.54;0.62;0;0;0;02:10,4;2;4;;9.8;47.959
66;Recording273;1;5;1CV;YES;01:57,1;4.181;0;0;0;0;0;0;02:02,5;1;1;;5.4;77.426
67;Recording276;1;5;1CV;YES;02:01,7;1.9;1.08;0;0;0;0;0;02:10,1;2;2;;8.4;35.476
68;Recording283;1;5;1CV;YES;02:02,4;1.08;0.68;0.5;0.64;0;0;0;02:09,3;2;4;;6.9;42.029
68;Recording280;1;5;1CV;YES;02:20,8;1.84;1.98;0.4;0.62;0;0;0;02:29,3;2;4;;8.5;56.941
69;Recording285;1;5;1CV;YES;01:51,6;2.981;0.22;0;0;0;0;0;01:57,6;1;2;;6.0;53.35
