Participant;Record_Name;Track;Nr;Type;Seen;First time;First_fix;Sec_fix;Third_fix;Fourth_fix;Fifth_fix;Sixth_fix;Sev_th;Cross event;"""detection until""";Nb_fix;Remark
25;Recording104;2;1;1CH;YES;00:25,5;1,36;3,241;0;0;0;0;0;00:31,4;2;2;
25;Recording104;2;2;2AH;YES;00:46,3;0,46;1,28;1,52;0;0;0;0;00:53,8;3;3;
25;Recording104;2;3;4CV;YES;01:09,5;0,98;0,5;0,715;0;0;0;0;01:14,0;3;3;a bit of offset
25;Recording104;2;4;5AV;NO;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;
25;Recording104;2;5;3AV;YES;01:37,4;1,9;0,2;0,3;0;0;0;0;01:41,0;3;3;
25;Recording104;2;6;3AH;YES;01:52,1;0,42;0,88;0;0;0;0;0;01:56,6;2;2;
25;Recording104;2;7;2CV;YES;02:02,5;0,4;0,82;0;0;0;0;0;02:09,3;2;2;
25;Recording104;2;8;6AH;NO;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;was easy to see for once
25;Recording103;1;1;1AH;YES;00:19,3;0,08;0,34;0,96;0,08;0;0;0;00:23,9;4;4;3 and 4 together
25;Recording103;1;2;2CH;YES;00:38,6;1,24;0,22;1;0,22;1,32;0,1;0;00:47,1;6;6;
25;Recording103;1;3;2AV;YES;01:02,0;0,82;0,48;1,2;0;0;0;0;01:06,7;3;3;
25;Recording103;1;4;5CV;YES;01:23,5;0,9;0;0;0;0;0;0;01:26,1;1;1;
25;Recording103;1;5;1CV;YES;01:41,9;1,521;0,283;0,261;0;0;0;0;01:45,9;3;3;
25;Recording103;1;6;6AV;YES;01:51,1;0,16;0,12;0,16;0;0;0;0;01:52,6;3;3;
25;Recording103;1;7;4AH;YES;01:57,1;0,9;0;0;0;0;0;0;02:01,2;1;1;
25;Recording103;1;8;6CH;NO;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;
25;Recording102;3;1;6CV;NO;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;
25;Recording102;3;2;4CH;YES;00:24,6;0,16;2;0;0;0;0;0;02:29,3;2;2;
25;Recording102;3;3;5AH;NO;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;
25;Recording102;3;4;4AV;YES;00:55,8;0,58;0,58;0,64;0,3;0;0;0;01:04,7;4;4;
25;Recording102;3;5;5CH;NO;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;
25;Recording102;3;6;2CH;YES;01:30,5;0,84;0;0;0;0;0;0;01:33,8;1;1;
25;Recording102;3;7;3CV;YES;01:47,8;0,56;0,34;0,96;0,7;0;0;0;01:53,4;4;4;
25;Recording102;3;8;1AV;YES;02:13,6;1,5;0,84;0,5;0,4;0,46;0,12;0;02:22,5;3;3;5 and 6 together
25;Recording101;2;1;1CH;NO;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;I think there was a problem because no fixations are recorded on left side of screen during the whole video
25;Recording101;2;2;2AH;NO;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;I think there was a problem because no fixations are recorded on left side of screen during the whole video
25;Recording101;2;3;4CV;YES;01:10,7;1;1,46;0;0;0;0;0;01:14,5;2;2;I think there was a problem because no fixations are recorded on left side of screen during the whole video
25;Recording101;2;4;5AV;YES;01:31,8;0,24;0;0;0;0;0;0;01:35,4;1;1;I think there was a problem because no fixations are recorded on left side of screen during the whole video
25;Recording101;2;5;3AV;YES;01:41,4;0,16;0,5;0;0;0;0;0;01:42,6;2;2;I think there was a problem because no fixations are recorded on left side of screen during the whole video
25;Recording101;2;6;3AH;YES;01:53,0;0,52;0,98;0,54;0;0;0;0;01:58,4;3;3;I think there was a problem because no fixations are recorded on left side of screen during the whole video
25;Recording101;2;7;2CV;NO;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;I think there was a problem because no fixations are recorded on left side of screen during the whole video
25;Recording101;2;8;6AH;YES;02:22,2;0,84;0;0;0;0;0;0;02:23,7;1;1;I think there was a problem because no fixations are recorded on left side of screen during the whole video
